Composer,Lyrics
Lennon,Well you should see Polythene Pam She s so good looking but she looks like a man Well you should see her in drag dressed in her polythene bag Yes you should see Polythene Pam Yeah yeah yeah Get a dose of her in jackboots and kilt She s killer diller when she s dressed to the hilt She s the kind of a girl that makes The News of the World Yes you could say she was attractively built Yeah yeah yeah Great
Lennon,If the rain comes they run and hide their heads They might as well be dead If the rain comes If the rain comes When the sun shines they slip into the shade And sip their lemonade When the sun shines When the sun shines Rain I don t mind Shine The weather s fine I can show you that when it starts to rain Everything s the same I can show you I can show you Rain I don t mind Shine The weather s fine Can you hear me that when it rains and shines It s just a state of mind Can you hear me Can you hear me Sdaeh rieht edih dna nur yeht semoc niar eht fI NiaR NiaR enihsnuS
Lennon,Aah You say you want a revolution well you know We all wanna change the world You tell me that it s evolution well you know We all wanna change the world But when you talk about destruction Don t you know that you can count me out Don t you know it s gonna be alright Alright Alright You say you got a real solution well you know We d all love to see the plan You ask me for a contribution well you know We re all doin what we can But if you want money for people with minds that hate All I can tell you is brother you have to wait Don t you know it s gonna be alright Alright Alright You say you ll change the constitution well you know We all wanna change your head You tell me it s the institution well you know You better free your mind instead But if you go carryin pictures of Chairman Mao You ain t gonna make it with anyone anyhow Don t you know it s gonna be Alright Alright Alright Alright alright Alright alright Alright alright Alright alright Alright alright Alright alright Alright alright
Lennon,Well I d rather see you dead little girl Than to be with another man You better keep your head little girl Or I won t know where I am You better run for your life if you can little girl Hide your head in the sand little girl Catch you with another man That s the end little girl Well you know that I m a wicked guy And I was born with a jealous mind And I can t spend my whole life trying Just to make you toe the line You better run for your life if you can little girl Hide your head in the sand little girl Catch you with another man That s the end little girl Let this be a sermon I mean everything I ve said Baby I m determined And I d rather see you dead You better run for your life if you can little girl Hide your head in the sand little girl Catch you with another man That s the end little girl I d rather see you dead little girl Than to be with another man You better keep your head little girl Or you won t know where I am You better run for your life if you can little girl Hide your head in the sand little girl Catch you with another man That s the end little girl Na na na Na na na Na na na Na na na
Lennon,Sexy Sadie what have you done You made a fool of everyone You made a fool of everyone Sexy Sadie oh what have you done Sexy Sadie you broke the rules You laid it down for all to see You laid it down for all to see Sexy Sadie oh you broke the rules One sunny day the world was waiting for a lover She came along to turn on everyone Sexy Sadie the greatest of them all Sexy Sadie how did you know The world was waiting just for you The world was waiting just for you Sexy Sadie oh how did you know Sexy Sadie you ll get yours yet However big you think you are However big you think you are Sexy Sadie oh you ll get yours yet We gave her everything we owned just to sit at her table Just a smile would lighten everything Sexy Sadie she s the latest and the greatest of them all Ooh woo She made a fool of everyone Sexy Sadie However big you think you are Sexy Sadie
Lennon,She said I know what it s like to be dead I know what it is to be sad And she s making me feel Like I ve never been born I said Who put all those things in your head Things that make me feel that I m mad And you re making me feel Like I ve never been born She said You don t understand what I said I said No no no you re wrong When I was a boy everything was right Everything was right I said Even though you know what you know I know that I m ready to leave Cause you re making me feel Like I ve never been born She said You don t understand what I said I said No no no you re wrong When I was a boy everything was right Everything was right I said Even though you know what you know I know that I m ready to leave Cause you re making me feel Like I ve never been born She said I know what it s like to be dead I know what it is to be sad I know what it s like to be dead
Lennon,Let me take you down cause I m going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Living is easy with eyes closed Misunderstanding all you see It s getting hard to be someone but it all works out It doesn t matter much to me Let me take you down cause I m going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever No one I think is in my tree I mean it must be high or low That is you can t you know tune in but it s all right That is I think it s not too bad Let me take you down cause I m going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Always no sometimes think it s me But you know I know when it s a dream I think I know I mean er yes but it s all wrong That is I think I disagree Let me take you down cause I m going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Strawberry Fields forever Strawberry Fields forever Cranberry sauce cranberry sauce
Lennon,Ah here come the sun king Here come the sun king Everybody s laughing Everybody s happy Here come the sun king Quando para mucho mi amore de felice coraz n Mundo paparazzi mi amore chicka ferdy parasol Questo obrigado tanta mucho que canite carousel
Lennon,Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me Well I gave you everything I had But you left me sitting on my own Did you have to treat me oh so bad All I do is hang my head and moan Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me If it s something that I said or done Tell me what and I ll apologize If you don t I really can t go on Holding back these tears in my eyes Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me Well I beg you on my bended knees If you ll only listen to my pleas Is there anything I can do Cause I really can t stand it I m so in love with you Tell me why you cried And why you lied to me Tell me why you cried And why you lied to me
Lennon,Standing in the dock at Southampton Trying to get to Holland or France The man in the mac said You ve got to go back You know they didn t even give us a chance Christ you know it ain t easy You know how hard it can be The way things are going They re gonna crucify me Finally made the plane into Paris Honeymooning down by the Seine Peter Brown called to say You can make it okay You can get married in Gibraltar near Spain Christ you know it ain t easy You know how hard it can be The way things are going They re gonna crucify me Drove from Paris to the Amsterdam Hilton Talking in our beds for a week The news people said Say what you doing in bed I said We re only trying to get us some peace Christ you know it ain t easy You know how hard it can be The way things are going They re gonna crucify me Saving up your money for a rainy day Giving all your clothes to charity Last night the wife said Poor boy when you re dead You don t take nothing with you but your soul Think Made a lightning trip to Vienna Eating chocolate cake in a bag The newspaper said She s gone to his head They look just like two gurus in drag Christ you know it ain t easy You know how hard it can be The way things are going They re gonna crucify me Caught the early plane back to London Fifty acorns tied in a sack The men from the press said We wish you success It s good to have the both of you back Christ you know it ain t easy You know how hard it can be The way things are going They re gonna crucify me The way things are going They re gonna crucify me
Lennon,Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill He went out tiger hunting with his elephant and gun In case of accidents He always took his mum He s the all American bullet headed Saxon mother s son All the children sing Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Deep in the jungle where the mighty tiger lies Bill and his elephants were taken by surprise So Captain Marvel zapped him right between the eyes All the children sing Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill The children asked him if to kill was not a sin Not when he looked so fierce his mummy butted in If looks could kill it would have been us instead of him All the children sing Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Hey Bungalow Bill What did you kill Bungalow Bill Eyup
Lennon,There is a place Where I can go When I feel low When I feel blue And it s my mind And there s no time when I m alone I think of you And things you do Go round my head The things you said Like I love only you In my mind there s no sorrow Don t you know that it s so There ll be no sad tomorrow Don t you know that it s so There is a place Where I can go When I feel low When I feel blue And it s my mind And there s no time when I m alone There s a place There s a place There s a place There s a place
Lennon,That boy took my love away Though he ll regret it someday But this boy wants you back again That boy isn t good for you Though he may want you too This boy wants you back again Oh and this boy would be happy Just to love you but oh my That boy won t be happy Till he s seen you cry This boy wouldn t mind the pain Would always feel the same If this boy gets you back again This boy This boy This boy
Lennon,I think I m gonna be sad I think it s today yeah The girl that s driving me mad is going away She s got a ticket to ride She s got a ticket to ride She s got a ticket to ride but she don t care She said that living with me is bringing her down yeah She would never be free when I was around She s got a ticket to ride She s got a ticket to ride She s got a ticket to ride but she don t care I don t know why she s riding so high She ought to think twice she ought to do right by me Before she gets to saying goodbye She ought to think twice she ought to do right by me I think I m going to be sad I think it s today yeah The girl that s driving me mad is going away yeah Oh she s got a ticket to ride She s got a ticket to ride She s got a ticket to ride but she don t care I don t know why she s riding so high She ought to think twice she ought to do right by me Before she gets to saying goodbye She ought to think twice she ought to do right by me She said that living with me was bringing her down yeah For she would never be free when I was around Oh she s got a ticket to ride She s got a ticket to ride She s got a ticket to ride but she don t care My baby don t care My baby don t care My baby don t care My baby don t care My baby don t care My baby don t care
Lennon,Turn off your mind relax and float downstream It is not dying it is not dying Lay down all thoughts surrender to the void It is shining it is shining That you may see the meaning of within It is being it is being That love is all and love is everyone It is knowing it is knowing That ignorance and hate may mourn the dead It is believing it is believing But listen to the colour of your dreams It is not living it is not living Or play the game Existence to the end Of the beginning of the beginning Of the beginning of the beginning Of the beginning of the beginning Of the beginning
Lennon,Woah I woah I I got a whole lot of things to tell her When I get home Come on out my way Cause I m a gonna see my baby today I got a whole lot of things I gotta say To her Woah I woah I I got a whole lot of things to tell her When I get home Come on if you please I got no time for triviality I got a girl who s waiting home for me Tonight Woah I woah I I got a whole lot of things to tell her When I get home When I get in home tonight I m gonna hold her tight I m gonna love her till the cows come home And then I ll love her more Till I walk out that door Again Come on let me through I got so many things I gotta do I got no business being here with you This way Woah I woah I I got a whole lot of things to tell her When I get home yeah I got a whole lot of things to tell her When I get home
Lennon,Two three Yes I m lonely Want to die Yes I m lonely Want to die If I ain t dead already woo Girl you know the reason why In the morning Want to die In the evening Want to die If I ain t dead already woo Girl you know the reason why My mother was of the sky My father was of the earth But I am of the universe And you know what it s worth I m lonely Want to die If I ain t dead already woo Girl you know the reason why The eagle picks my eye The worm he licks my bones I feel so suicidal Just like Dylan s Mr Jones Lonely Want to die If I ain t dead already woo Girl you know the reason why Black cloud crossed my mind Blue mist round my soul Feel so suicidal Even hate my rock and roll Want to die Yeah want to die If I ain t dead already woo Girl you know the reason why
Lennon,If you wear red tonight Remember what I said tonight For red is the color that my baby wore And what s more it s true Yes it is Scarlet were the clothes she wore Everybody knows I m sure I would remember all the things we planned Understand it s true Yes it is it s true Yes it is I could be happy with you by my side If I could forget her but it s my pride Yes it is yes it is Oh yes it is yeah Please don t wear red tonight This is what I said tonight For red is the color that will make me blue In spite of you it s true Yes it is it s true Yes it is I could be happy with you by my side If I could forget her but it s my pride Yes it is yes it is Oh yes it is yeah Please don t wear red tonight This is what I said tonight For red is the color that will make me blue In spite of you it s true Yes it is it s true Yes it is it s true
Lennon,I got something to say that might cause you pain If I catch you talking to that boy again I m going to let you down And leave you flat Because I told you before Oh you can t do that Well it s the second time I ve caught you talking to him Do I have to tell you one more time I think it s a sin I think I ll let you down And leave you flat Because I told you before Oh you can t do that Everybody s green Cause I m the one who won your love But if they d seen You talking that way They d laugh in my face So please listen to me if you want to stay mine I can t help my feelings I go out of my mind I m going to let you down And leave you flat Because I told you before Oh you can t do that Everybody s green Cause I m the one who won your love But if they d seen You talking that way They d laugh in my face So please listen to me if you want to stay mine I can t help my feelings I go out of my mind I m going to let you down And leave you flat Because I told you before Oh you can t do that
Lennon,You know my name Look up the number You know my name Look up the number You you know you know my name You you know you know my name Good evening and welcome to Slaggers Featuring Denis O Bell Come on Ringo let s hear it for Denis Good evening You know my name Look look look up the number You know my name That s right look up my number You you know you know my name You you know you know my name You know my name Ba ba ba ba ba ba ba ba ba Look up the number You know my name That s right look up the number Oh you know you know you know my name You know you know you know my name Huh huh huh huh You know my name Ba ba ba pum Look up the number You know my name Look up the number You a you know you know my name Baby you a you know you know my name You know you know my name You know you know my name Oh let s hear it Go on Denis let s hear it for Denis O Bell You know my name You know you know my name You know you know my name Prrr you know my name and the number You know my name and the number you know you know my name Look up me number You know my number three you know my number two You know my number three you know my number four Oh you know my name you know number too You know my name you know my number What s up with you You know my name That s right Yeah
Lennon,You re gonna lose that girl You re gonna lose that girl If you don t take her out tonight She s gonna change her mind And I will take her out tonight And I will treat her kind You re gonna lose that girl You re gonna lose that girl If you don t treat her right my friend You re gonna find her gone Cause I will treat her right and then You ll be the lonely one You re gonna lose that girl You re gonna lose that girl You re gonna loo I ll make a point Of taking her away from you Yeah The way you treat her What else can I do You re gonna lose that girl You re gonna lose that girl You re gonna lose that girl You re gonna lose that girl You re gonna loo I ll make a point Of taking her away from you Yeah The way you treat her What else can I do If you don t take her out tonight She s gonna change her mind And I will take her out tonight And I will treat her kind You re gonna lose that girl You re gonna lose that girl You re gonna lose that girl
Lennon,Here I stand head in hand Turn my face to the wall If she s gone I can t go on Feeling two foot small Everywhere people stare Each and every day I can see them laugh at me And I hear them say Hey you ve got to hide your love away Hey you ve got to hide your love away How can I even try I can never win Hearing them seeing them In the state I m in How could she say to me Love will find a way Gather round all you clowns Let me hear you say Hey you ve got to hide your love away Hey you ve got to hide your love away
McCartney,Close your eyes and I ll kiss you Tomorrow I ll miss you Remember I ll always be true And then while I m away I ll write home every day And I ll send all my lovin to you I ll pretend that I m kissing The lips I am missing And hope that my dreams will come true And then while I m away I ll write home every day And I ll send all my lovin to you All my lovin I will send to you All my lovin darlin I ll be true Close your eyes and I ll kiss you Tomorrow I ll miss you Remember I ll always be true And then while I m away I ll write home every day And I ll send all my lovin to you All my lovin I will send to you All my lovin darlin I ll be true huh All my lovin huh all my lovin ooh All my lovin huh I will send to you
McCartney,One two three four Can I have a little more Five six seven eight nine ten I love you A B C D Can I bring my friend to tea E F G H I J I love you Sail the ship Chop the tree Skip the rope Look at me All together now All together now All together now All together now Black white green red Can I take my friend to bed Pink brown yellow orange and blue I love you All together now All together now All together now All together now All together now All together now All together now All together now Sail the ship Chop the tree Skip the rope Look at me All together now All together now All together now All together now All together now All together now All together now All together now All together now All together now All together now All together now
McCartney,I give her all my love that s all I do And if you saw my love you d love her too I love her She gives me everything and tenderly The kiss my lover brings she brings to me And I love her A love like ours could never die As long as I have you near me Bright are the stars that shine dark is the sky I know this love of mine will never die And I love her Bright are the stars that shine dark is the sky I know this love of mine will never die And I love her
McCartney,For I have got Another girl Another girl You re making me say that I ve got nobody but you But as from today well I ve got somebody that s new I ain t no fool and I don t take what I don t want For I have got Another girl Another girl She s sweeter than all the girls and I met quite a few Nobody in all the world can do what she can do And so I m telling you This time you d better stop For I have got Another girl Another girl Who will love me till the end Through thick and thin She will always be my friend I don t want to say that I ve been unhappy with you But as from today well I ve seen somebody that s new I ain t no fool and I don t take what I don t want For I have got Another girl Another girl Who will love me till the end Through thick and thin She will always be my friend I don t want to say that I ve been unhappy with you But as from today well I ve seen somebody that s new I ain t no fool and I don t take what I don t want For I have got Another girl Another girl Another girl
McCartney,Oh Flew in from Miami Beach B O A C Didn t get to bed last night On the way the paper bag was on my knee Man I had a dreadful flight I m back in the U S S R You don t know how lucky you are boy Back in the U S S R Been away so long I hardly knew the place Gee it s good to be back home Leave it till tomorrow to unpack my case Honey disconnect the phone I m back in the U S S R You don t know how lucky you are boy Back in the U S Back in the U S Back in the U S S R The Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia s always on my mi mi mi mi mi mi mi mi mind Oh come on Hoo hey Hoo hey hoo hoo yeah Yeah yeah Yeah I m back in the U S S R You don t know how lucky you are boys Back in the U S S R The Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia s always on my mi mi mi mi mi mi mi mi mind Oh show me round your snow peaked mountains way down South Take me to your daddy s farm Let me hear your balalaikas ringing out Come and keep your comrade warm I m back in the U S S R You don t know how lucky you are boys Back in the U S S R Oh oh let me tell you honey Hey I m back I m back in the U S S R Hey it s so good to be home Yeah back in the U S S R
McCartney,They say it s your birthday Well it s my birthday too yeah They say it s your birthday We re gonna have a good time I m glad it s your birthday Happy birthday to you One two three four five six seven eight Yes we re goin to a party party Yes we re goin to a party party Yes we re goin to a party party I would like you to dance Take a cha cha cha chance I would like you to dance Dance yeah woo come on I would like you to dance Take a cha cha cha chance I would like you to dance Woo dance Dance They say it s your birthday Well it s my birthday too yeah They say it s your birthday We re gonna have a good time I m glad it s your birthday Happy birthday to you
McCartney,Blackbird singing in the dead of night Take these broken wings and learn to fly All your life you were only waiting For this moment to arise Blackbird singing in the dead of night Take these sunken eyes and learn to see All your life you were only waiting For this moment to be free Blackbird fly blackbird fly Into the light of a dark black night Blackbird fly blackbird fly Into the light of a dark black night Blackbird singing in the dead of night Take these broken wings and learn to fly All your life you were only waiting For this moment to arise You were only waiting For this moment to arise You were only waiting For this moment to arise
McCartney,Can t buy me love love Can t buy me love I ll buy you a diamond ring my friend If it makes you feel alright I ll get you anything my friend If it makes you feel alright Cause I don t care too much for money Money can t buy me love I ll give you all I ve got to give If you say you love me too I may not have a lot to give But what I got I ll give to you I don t care too much for money Money can t buy me love Can t buy me love everybody tells me so Can t buy me love no no no no Say you don t need no diamond rings And I ll be satisfied Tell me that you want the kind of things That money just can t buy I don t care too much for money Money can t buy me love Ow Buy me love everybody tells me so Can t buy me love no no no no Say you don t need no diamond rings And I ll be satisfied Tell me that you want the kind of things That money just can t buy I don t care too much for money Money can t buy me love Can t buy me love love Can t buy me love
McCartney,Boy you re gonna carry that weight Carry that weight a long time Boy you re gonna carry that weight Carry that weight a long time I never give you my pillow I only send you my invitations And in the middle of the celebrations I break down Boy you re gonna carry that weight Carry that weight a long time Boy you re gonna carry that weight Carry that weight a long time
McCartney,Asked a girl what she wanted to be She said Baby can t you see I wanna be famous a star of the screen But you can do something in between Baby you can drive my car Yes I m gonna be a star Baby you can drive my car And maybe I ll love you I told that girl that my prospects were good And she said Baby it s understood Working for peanuts is all very fine But I can show you a better time Baby you can drive my car Yes I m gonna be a star Baby you can drive my car And maybe I ll love you Beep beep m beep beep yeah Baby you can drive my car Yes I m gonna be a star Baby you can drive my car And maybe I ll love you I told that girl I could start right away When she said Listen babe I got something to say I got no car and it s breaking my heart But I found a driver and that s a start Baby you can drive my car Yes I m gonna be a star Baby you can drive my car And maybe I ll love you Beep beep m beep beep yeah Beep beep m beep beep yeah Beep beep m beep beep yeah Beep beep m beep beep yeah Beep beep m beep beep yeah
McCartney,Ooh I need your love babe Guess you know it s true Hope you need my love babe Just like I need you Hold me love me Hold me love me I ain t got nothing but love babe Eight days a week Love you everyday girl Always on my mind One thing I can say girl Love you all the time Hold me love me Hold me love me I ain t got nothing but love girl Eight days a week Eight days a week I love you Eight days a week Is not enough to show I care Ooh I need your love babe Guess you know it s true Hope you need my love babe Just like I need you Hold me love me Hold me love me I ain t got nothing but love babe Eight days a week Eight days a week I love you Eight days a week Is not enough to show I care Love you everyday girl Always on my mind One thing I can say girl Love you all the time Hold me love me Hold me love me I ain t got nothing but love babe Eight days a week Eight days a week Eight days a week
McCartney,Ah look at all the lonely people Ah look at all the lonely people Eleanor Rigby Picks up the rice in the church where a wedding has been Lives in a dream Waits at the window Wearing the face that she keeps in a jar by the door Who is it for All the lonely people Where do they all come from All the lonely people Where do they all belong Father McKenzie Writing the words of a sermon that no one will hear No one comes near Look at him working Darning his socks in the night when there s nobody there What does he care All the lonely people Where do they all come from All the lonely people Where do they all belong Ah look at all the lonely people Ah look at all the lonely people Eleanor Rigby Died in the church and was buried along with her name Nobody came Father McKenzie Wiping the dirt from his hands as he walks from the grave No one was saved All the lonely people Where do they all come from All the lonely people Where do they all belong
McCartney,When I m walking beside her People tell me I m lucky Yes I know I m a lucky guy I remember the first time I was lonely without her Can t stop thinking about her now Every little thing she does She does for me yeah And you know the things she does She does for me ooh When I m with her I m happy Just to know that she loves me Yes I know that she loves me now There is one thing I m sure of I will love her forever For I know love will never die Every little thing she does She does for me yeah And you know the things she does She does for me ooh Every little thing she does She does for me yeah And you know the things she does She does for me ooh Every little thing Every little thing Every little thing
McCartney,I m fixing a hole where the rain gets in And stops my mind from wandering Where it will go I m filling the cracks that ran through the door And kept my mind from wandering Where it will go And it really doesn t matter if I m wrong I m right Where I belong I m right where I belong See the people standing there who disagree and never win And wonder why they don t get in my door I m painting the room in a colourful way And when my mind is wandering There I will go Ooh ooh ooh ah ah Hey hey hey hey And it really doesn t matter if I m wrong I m right Where I belong I m right where I belong Silly people run around they worry me And never ask me why they don t get past my door I m taking the time for a number of things That weren t important yesterday And I still go Ooh ooh ooh ah ah I m fixing a hole where the rain gets in And stops my mind from wandering Where it will go where it will go I m fixing a hole where the rain gets in And stops my mind from wandering Where it will go
McCartney,Your day breaks your mind aches You find that all her words Of kindness linger on When she no longer needs you She wakes up she makes up She takes her time And doesn t feel she has to hurry She no longer needs you And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years You want her you need her And yet you don t believe her When she says her love is dead You think she needs you And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years You stay home she goes out She says that long ago She knew someone but now he s gone She doesn t need him Your day breaks your mind aches There will be times When all the things she said will fill your head You won t forget her And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years
McCartney,Rosetta Sweet Loretta Fart she thought she was a cleaner But she was a frying pan Sweet Rosetta Martin Rosetta The picker the picker picture the fingers burning Ooh Okay Jo Jo was a man who thought he was a loner But he knew it couldn t last Jo Jo left his home in Tucson Arizona For some California grass Get back get back Get back to where you once belonged Get back get back Get back to where you once belonged Get back get back Get back to where you once belonged Get back get back Get back to where you once belonged Get back Jo Jo Sweet Loretta Martin thought she was a woman But she was another man All the girls around her say she s got it coming But she gets it while she can Get back get back Get back to where you once belonged Get back get back Get back to where you once belonged Oh get back yeah get back Get back to where you once belonged Yeah get back get back Get back to where you once belonged Get back Ooh Thanks Mo I d like to say thank you on behalf of the group and ourselves And I hope we passed the audition
McCartney,It s getting better all the time I used to get mad at my school The teachers who taught me weren t cool You re holding me down turning me round Filling me up with your rules I ve got to admit it s getting better A little better all the time I have to admit it s getting better It s getting better since you ve been mine Me used to be angry young man Me hiding me head in the sand You gave me the word I finally heard I m doing the best that I can I ve got to admit it s getting better A little better all the time Yes I admit it s getting better It s getting better since you ve been mine Getting so much better all the time It s getting better all the time It s getting better all the time I used to be cruel to my woman I beat her and kept her apart from the things that she loved Man I was mean but I m changing my scene And I m doing the best that I can I ve got to admit it s getting better A little better all the time I have to admit it s getting better It s getting better since you ve been mine Getting so much better all the time It s getting better all the time It s getting better all the time Getting so much better all the time
McCartney,Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullaby Golden slumbers fill your eyes Smiles awake you when you rise Sleep pretty darling do not cry And I will sing a lullaby Once there was a way to get back homeward Once there was a way to get back home Sleep pretty darling do not cry And I will sing a lullaby
McCartney,Good day sunshine Good day sunshine Good day sunshine I need to laugh and when the sun is out I ve got something I can laugh about I feel good in a special way I m in love and it s a sunny day Good day sunshine Good day sunshine Good day sunshine We take a walk the sun is shining down Burns my feet as they touch the ground Good day sunshine Good day sunshine Good day sunshine Then we lie beneath a shady tree I love her and she s loving me She feels good she knows she s looking fine I m so proud to know that she is mine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine Good day sunshine
McCartney,I was alone I took a ride I didn t know what I would find there Another road where maybe I Could see another kind of mind there Ooh then I suddenly see you Ooh did I tell you I need you Every single day of my life You didn t run you didn t lie You knew I wanted just to hold you And had you gone you knew in time We d meet again for I had told you Ooh you were meant to be near me Ooh and I want you to hear me Say we ll be together every day Got to get you into my life What can I do what can I be When I m with you I want to stay there If I m true I ll never leave And if I do I know the way there Ooh then I suddenly see you Ooh did I tell you I need you Every single day of my life Got to get you into my life I ve got to get you into my life I was alone I took a ride I didn t know what I would find there Another road where maybe I Could see another kind of mind there And suddenly I see you Did I tell you I need you Every single day of my life
McCartney,You say yes I say no You say stop and I say go go go Oh no You say goodbye and I say hello Hello hello I don t know why you say goodbye I say hello Hello hello I don t know why you say goodbye I say hello I say high you say low You say why and I say I don t know Oh no You say goodbye and I say hello Hello hello I don t know why you say goodbye I say hello Hello hello I don t know why you say goodbye I say hello Why why why why why do you say goodbye Goodbye bye bye bye Oh no You say goodbye and I say hello Hello hello I don t know why you say goodbye I say hello Hello hello I don t know why you say goodbye I say hello You say yes I say no You say stop And I say go go go Oh Oh no You say goodbye and I say hello Hello hello I don t know why you say goodbye I say hello Hello hello I don t know why you say goodbye I say hello Hello hello I don t know why you say goodbye I say hello oh oh oh oh Hello Hela heba helloa Hela heba helloa cha cha cha Hela heba helloa woo Hela heba helloa hela Hela heba helloa cha cha cha Hela heba helloa woo hoo Hela heba helloa cha cha cha Hela heba helloa cha cha cha
McCartney,When I get to the bottom I go back to the top of the slide Where I stop and I turn and I go for a ride Till I get to the bottom and I see you again Yeah yeah yeah Well do you don t you want me to love you I m coming down fast but I m miles above you Tell me tell me tell me come on tell me the answer Well you may be a lover but you ain t no dancer Now helter skelter Helter skelter Helter skelter Yeah woo Oh will you won t you want me to make you I m coming down fast but don t let me break you Tell me tell me tell me the answer You may be a lover but you ain t no dancer Look out helter skelter Helter skelter Helter skelter Ooh Look out cause here she comes When I get to the bottom I go back to the top of the slide And I stop and I turn and I go for a ride And I get to the bottom and I see you again Yeah yeah yeah Well do you don t you want me to make you I m coming down fast but don t let me break you Tell me tell me tell me your answer You may be a lover but you ain t no dancer Look out helter skelter Helter skelter Helter skelter Well look out helter skelter She s coming down fast Yes she is Yes she is Coming down fast On the helter skelter woo I got blisters on my fingers
McCartney,Her Majesty s a pretty nice girl but she doesn t have a lot to say Her Majesty s a pretty nice girl but she changes from day to day I wanna tell her that I love her a lot but I gotta get a belly full of wine Her Majesty s a pretty nice girl someday I m gonna make her mine oh yeah Someday I m gonna make her mine
McCartney,To lead a better life I need my love to be here Here making each day of the year Changing my life with a wave of her hand Nobody can deny that there s something there There running my hands through her hair Both of us thinking how good it can be Someone is speaking but she doesn t know he s there I want her everywhere And if she s beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I m always there I want her everywhere And if she s beside me I know I need never care But to love her is to need her everywhere Knowing that love is to share Each one believing that love never dies Watching her eyes and hoping I m always there I will be there and everywhere Here there and everywhere
McCartney,Hey Jude don t make it bad Take a sad song and make it better Remember to let her into your heart Then you can start to make it better Hey Jude don t be afraid You were made to go out and get her The minute you let her under your skin Then you begin to make it better And anytime you feel the pain hey Jude refrain Don t carry the world upon your shoulders For well you know that it s a fool who plays it cool By making his world a little colder Na na na na na na na na na Hey Jude don t let me down You have found her now go and get her Remember to let her into your heart Then you can start to make it better So let it out and let it in hey Jude begin You re waiting for someone to perform with And don t you know that it s just you hey Jude you ll do The movement you need is on your shoulder Na na na na na na na na na yeah Hey Jude don t make it bad Take a sad song and make it better Remember to let her under your skin Then you ll begin to make it Better better better better better better oh Yeah yeah yeah yeah yeah yeah yeah Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Hey Jude hey Jude wow Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Jude Jude Jude Jude Jude Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude Na na na na na na na na na na na hey Jude
McCartney,It feels so right now hold me tight Tell me I m the only one and then I might Never be the lonely one So hold me tight Tonight tonight It s you you you you Hold me tight Let me go on loving you Tonight tonight Making love to only you So hold me tight Tonight tonight It s you you you you You don t know What it means to hold you tight Being here alone tonight with you It feels so right Now hold me tight Tell me I m the only one And then I might Never be the lonely one So hold me tight Tonight tonight It s you you you You don t know What it means to hold you tight Being here alone tonight with you It feels so right Now hold me tight Let me go on loving you Tonight tonight Making love to only you So hold me tight Tonight tonight It s you you you you ooh ooh ooh ooh Oo ooh ooh ooh You ooh ooh
